Volume_Class 0 values,Estimateddensity_Class 0 values,Minimal_Class 0 values,Maximal_Class 0 values,Positivesurfacearea_Class 0 values,Negativesurfacearea_Class 0 values,Overallaveragevalue_Class 0 values,Positiveaveragevalue_Class 0 values,Negativeaveragevalue_Class 0 values,Overallvariance_Class 0 values,Positivevariance_Class 0 values,Negativevariance_Class 0 values,Balanceofcharges_Class 0 values,Product_Class 0 values,Molecularpolarityindex_Class 0 values,Nonpolarsurfacearea_Class 0 values,Polarsurfacearea_Class 0 values,Volume_Class 1 values,Estimateddensity_Class 1 values,Minimal_Class 1 values,Maximal_Class 1 values,Positivesurfacearea_Class 1 values,Negativesurfacearea_Class 1 values,Overallaveragevalue_Class 1 values,Positiveaveragevalue_Class 1 values,Negativeaveragevalue_Class 1 values,Overallvariance_Class 1 values,Positivevariance_Class 1 values,Negativevariance_Class 1 values,Balanceofcharges_Class 1 values,Product_Class 1 values,Molecularpolarityindex_Class 1 values,Nonpolarsurfacearea_Class 1 values,Polarsurfacearea_Class 1 values
2843.94066,1.739,-51.94264,91.38456,661.86353,754.95158,0.0041463,0.04305563,-0.02996537,0.00128116,0.00091729,0.00036387,0.2033494,0.00026052,0.98179956,89.83,306.92,3066.79568,1.7771,-63.2965,71.866,885.15952,574.9078,0.00552383,0.03180533,-0.03494059,0.00094917,0.00042496,0.0005242,0.24726709,0.0002347,0.89906001,109.15,299.71
2352.43954,1.7304,-52.0563,84.35046,485.1529,715.47212,-0.00140498,0.02654593,-0.02035816,0.00115525,0.00085038,0.00030486,0.19425459,0.00022441,0.62201241,170.85,165.36,2616.14393,1.7402,-52.03256,43.0984,734.24711,593.58713,0.00370661,0.02251044,-0.01955309,0.00056992,0.0002016,0.00036832,0.22860575,0.00013029,0.57656588,188.33,183.5
3180.24747,1.6293,-63.97182,59.12794,807.01355,681.22602,5.761e-05,0.02265786,-0.02671574,0.00064006,0.00019671,0.00044335,0.21288126,0.00013626,0.66709547,145.47,271.28,3078.47275,1.614,-49.57446,33.97022,857.09328,621.66237,0.00560483,0.02369725,-0.0193394,0.00049444,0.00016407,0.00033037,0.22171608,0.00010963,0.59498316,178.25,235.84
2275.27032,1.6758,-59.8115,78.10804,631.05166,523.61001,0.00360366,0.02479601,-0.02193723,0.00097257,0.00057008,0.00040249,0.24257615,0.00023592,0.63945742,149.45,173.89,2144.04422,1.8466,-42.62536,70.37258,530.89429,543.64323,0.00187375,0.02451477,-0.02023631,0.00071036,0.00043622,0.00027414,0.236985,0.00016834,0.60817866,139.53,161.37
2429.82041,1.7168,-52.27075,56.08888,654.31421,548.18382,0.00619496,0.03183438,-0.02440836,0.00090188,0.00046093,0.00044095,0.24987726,0.00022536,0.7741386,117.89,218.85,2663.95124,1.8622,-38.78712,89.65329,642.46151,658.93112,0.00698967,0.03657371,-0.02185493,0.00124987,0.00096992,0.00027995,0.17381362,0.00021724,0.79242764,148.34,216.08
3341.88208,1.5874,-43.77312,59.86286,883.19409,737.67789,0.0035126,0.02279097,-0.01956866,0.0004345,0.00021818,0.00021632,0.24999545,0.00010862,0.58026799,176.88,277.01,3873.99009,1.601,-56.34835,51.60437,868.03766,914.93364,0.00129082,0.03134243,-0.02722045,0.00089403,0.00045701,0.00043702,0.24987499,0.00022339,0.79531333,173.22,326.06
4224.23659,1.6011,-54.46822,47.64938,1256.14629,744.87269,0.00414855,0.02363565,-0.0287143,0.00084027,0.00027428,0.00056599,0.2198687,0.00018475,0.69460216,219.9,340.45,2635.89432,1.7673,-41.46427,36.35241,825.48588,474.81936,0.00657084,0.02285559,-0.02174061,0.00051359,0.00021143,0.00030216,0.24219806,0.00012439,0.61085315,151.09,213.03
2218.53387,1.7438,-45.28894,59.98645,564.12972,555.22704,0.00313057,0.02904836,-0.0232028,0.00054251,0.0002869,0.00025561,0.24916863,0.00013518,0.71154579,98.96,214.5,3763.25362,1.532,-52.38412,31.75684,1039.32587,706.75207,0.0028877,0.01854599,-0.02013887,0.00047307,0.0001205,0.00035257,0.18983771,8.981e-05,0.52220645,242.94,246.01
2233.6243,1.8925,-70.23095,82.39159,707.48133,411.437,0.00996133,0.03439769,-0.03205789,0.00184819,0.00057327,0.00127492,0.21396845,0.00039545,0.91259703,118.47,194.86,2644.35994,1.7725,-46.55119,40.41575,602.86991,700.89075,0.00128442,0.03285676,-0.02587248,0.00044573,0.00025595,0.00018978,0.24449054,0.00010898,0.7919076,68.77,296.32
2250.29525,1.8038,-52.65143,37.81684,591.26507,566.50561,-0.00066271,0.02018646,-0.02242311,0.00046693,0.00017514,0.00029179,0.23439667,0.00010945,0.57908185,140.86,183.35,2689.29146,1.7514,-64.16245,86.84158,692.35476,572.75779,0.00296578,0.0333947,-0.03381697,0.00123037,0.00070791,0.00052247,0.244321,0.00030061,0.91391824,103.37,250.9
2569.85861,1.7541,-58.45372,73.42724,662.7309,643.16556,0.00369939,0.03182468,-0.02528148,0.00105994,0.00058374,0.00047619,0.247426,0.00026226,0.7783027,139.42,226.27,2139.35664,2.044,-69.53099,102.23041,622.52226,454.09796,0.00493334,0.02908768,-0.02817981,0.00179803,0.00105255,0.00074548,0.24270838,0.0004364,0.78109624,133.39,168.1
1765.70447,1.8926,-35.58629,62.15767,481.95522,427.51783,0.0072293,0.03441165,-0.02341427,0.00118463,0.00079187,0.00039276,0.22162271,0.00026254,0.79571764,110.8,143.88,3000.89884,1.8626,-48.67458,70.11534,828.41363,613.29051,0.00499728,0.02445834,-0.02129013,0.000874,0.00040251,0.00047149,0.24844266,0.00021714,0.62887158,197.65,206.07
2536.45619,1.6316,-47.54576,55.39302,755.85141,495.9928,0.00678684,0.02368486,-0.01896434,0.00058679,0.00031424,0.00027254,0.24873737,0.00014596,0.59360396,171.69,178.86,1995.05861,1.9223,-36.70639,39.35538,534.42666,488.89278,0.00184987,0.02137969,-0.01949889,0.00036401,0.00024239,0.00012162,0.22248446,8.099e-05,0.55731995,120.09,166.46
2336.22802,1.7397,-53.64514,67.30688,576.25018,562.52247,0.00063107,0.02220519,-0.02146954,0.00076019,0.00037752,0.00038266,0.24998856,0.00019004,0.59434556,156.41,162.48,2647.82267,1.7321,-52.85558,59.93287,637.42187,706.34961,0.00148027,0.02542941,-0.02013183,0.0007701,0.00041048,0.00035962,0.24890942,0.00019169,0.61619516,175.86,200.43
2036.17704,1.8282,-48.07527,45.03099,471.21941,559.6369,-0.00169552,0.02015131,-0.02009075,0.0004692,0.00015629,0.00031291,0.22214494,0.00010423,0.54745042,148.33,140.34,2879.33395,1.4882,-37.35385,31.88522,920.21804,478.10543,0.00467538,0.01438154,-0.01400624,0.00020639,0.00010047,0.00010591,0.24982628,5.156e-05,0.38784977,244.65,146.92
2836.287,1.7238,-58.80853,86.40806,702.12208,708.68738,0.0026292,0.03189909,-0.02636953,0.00102837,0.00060122,0.00042714,0.24283627,0.00024972,0.7924348,139.02,256.05,3435.02915,1.5217,-38.76187,33.04876,889.68784,672.21152,0.00373012,0.01750187,-0.01449711,0.0002309,0.00013103,9.987e-05,0.24544711,5.667e-05,0.44106053,232.23,205.15
1842.36054,1.8562,-39.10553,78.93588,510.6715,438.06361,0.00251373,0.02171786,-0.01987344,0.00084955,0.00052145,0.00032811,0.2370524,0.00020139,0.56779889,139.67,126.0,3276.36412,1.8239,-54.65455,78.99885,778.25241,793.56041,0.00380965,0.02628399,-0.01823115,0.00079313,0.00052024,0.00027288,0.22568318,0.000179,0.60459218,200.99,239.16
2374.09248,1.8723,-82.77391,108.83557,706.95988,492.11861,0.00626896,0.04391196,-0.04780762,0.00224635,0.00113297,0.00111338,0.249981,0.00056154,1.23841165,73.44,262.34,3386.48255,1.6558,-49.68392,36.72039,997.46517,654.77444,0.00617416,0.02759667,-0.02646029,0.00055413,0.00019588,0.00035825,0.22853579,0.00012664,0.73868911,118.57,344.1
2352.97919,1.73,-53.17793,83.92047,543.00765,658.58767,-0.00097605,0.02465668,-0.02211032,0.00112225,0.00078806,0.00033419,0.20911064,0.00023468,0.63296499,171.9,164.58,3032.82158,1.6714,-53.73464,76.83786,685.92742,817.00153,0.00126091,0.03779725,-0.02941378,0.00107438,0.00070192,0.00037246,0.22649153,0.00024334,0.9045049,103.43,317.43
2332.30272,2.1102,-39.10497,65.82138,504.74235,615.51518,0.00297232,0.03076338,-0.01981725,0.00062115,0.00046721,0.00015394,0.18641223,0.00011579,0.67345805,116.87,196.83,3368.75035,1.6247,-64.76271,80.11141,1024.24914,555.48071,0.00601974,0.0297597,-0.03775429,0.00103071,0.00048047,0.00055024,0.24885459,0.0002565,0.88629759,137.06,305.31
2658.37226,1.8013,-52.16539,65.32469,744.843,549.33008,0.00398927,0.02607337,-0.02595483,0.00106866,0.00037596,0.00069269,0.22803957,0.0002437,0.70812337,165.63,196.77,3215.11925,1.6535,-65.53787,77.67949,956.52215,551.86356,0.00611818,0.03220922,-0.03910433,0.00089315,0.00034932,0.00054382,0.23814422,0.0002127,0.94510274,87.53,334.86
1695.60188,1.9242,-46.33235,53.21558,330.50397,578.11445,-0.00259116,0.03022367,-0.02135116,0.00065311,0.00044006,0.00021305,0.21979781,0.00014355,0.66881437,89.95,164.49,2775.3709,1.5398,-52.40648,54.79377,883.20496,464.8378,0.00699588,0.02000153,-0.01771523,0.00058646,0.00026442,0.00032205,0.24758592,0.0001452,0.52281672,220.34,157.15
1210.21347,2.667,-3.39314,23.5255,345.53251,323.24123,0.00265706,0.00658967,-0.00154675,4.275e-05,4.169e-05,1.06e-06,0.02416856,1.03e-06,0.11298862,178.05,9.23,2225.92144,2.0299,-37.6617,76.65586,620.21835,504.00313,0.00570077,0.02923513,-0.02326025,0.00072217,0.0005471,0.00017508,0.18365842,0.00013263,0.72263942,114.59,200.22
2162.74168,1.8146,-54.32829,48.07463,597.18585,500.95428,0.00196567,0.0233436,-0.02351888,0.00072997,0.0002866,0.00044336,0.23847083,0.00017408,0.63738741,126.95,180.56,2569.95321,2.028,-27.85724,38.79649,712.85396,537.16051,0.0065251,0.02202187,-0.01404033,0.00037511,0.00023845,0.00013666,0.23159152,8.687e-05,0.50591451,186.58,163.46
1951.69269,2.0106,-45.68281,73.45427,360.9886,598.57228,0.00062039,0.0293381,-0.01669876,0.00090446,0.0007261,0.00017836,0.15831364,0.00014319,0.58378499,144.52,124.18,3168.28993,1.6602,-42.92831,59.20513,860.69482,667.60008,0.00465638,0.02604714,-0.02292138,0.00056958,0.0003153,0.00025427,0.24712979,0.00014076,0.67162384,148.7,279.27
2258.95008,1.7969,-57.15322,60.35538,631.57202,505.74873,0.00712185,0.03920093,-0.03293806,0.00109463,0.00051912,0.00057551,0.24933647,0.00027293,0.99092789,84.58,233.91,2780.22078,1.6619,-34.24661,49.10541,627.98816,690.35956,0.00078839,0.02188718,-0.0184042,0.00038433,0.00025577,0.00012856,0.22261138,8.556e-05,0.54595006,166.88,202.29
2674.24856,1.8257,-43.36755,40.56013,712.40779,658.80844,0.00444014,0.02230931,-0.01488283,0.00045486,0.00025143,0.00020343,0.24721683,0.00011245,0.50997441,213.23,170.75,4393.53559,1.6032,-50.27062,51.46032,1242.59488,851.75968,0.00380574,0.02587617,-0.02839184,0.00083433,0.00029203,0.0005423,0.22750605,0.00018982,0.73196649,213.57,372.91
2605.55874,1.6872,-57.29472,80.26107,590.60205,716.73013,-0.00220572,0.02472315,-0.02439573,0.00098143,0.00061684,0.00036459,0.23348499,0.00022915,0.66786645,166.24,199.85,2638.7225,1.8018,-48.26064,39.58711,707.12203,584.65859,0.00644935,0.02600347,-0.0172006,0.00052567,0.00023392,0.00029175,0.24697413,0.00012983,0.5991756,161.52,200.22
2478.04489,1.7557,-50.80906,58.00657,577.02744,634.97177,-0.002785,0.01902104,-0.02260113,0.00060215,0.00024511,0.00035705,0.24136004,0.00014534,0.56862713,155.5,183.9,3718.17269,1.6259,-57.7644,51.57819,857.14324,867.04196,0.00178255,0.03184446,-0.02793615,0.00093503,0.00045552,0.00047952,0.24983536,0.0002336,0.81305124,165.38,317.44
2892.20682,1.6557,-53.78578,49.97611,755.3432,686.39211,0.00555503,0.03366705,-0.02538097,0.00086505,0.00044521,0.00041985,0.2497852,0.00021608,0.80878086,127.83,275.9,3315.38728,1.6541,-49.50972,92.782,833.30121,807.09225,0.00242396,0.02603988,-0.02195886,0.00100425,0.00071759,0.00028666,0.20396787,0.00020484,0.65394322,209.03,250.33
2631.53124,1.7173,-77.6454,89.89522,673.55046,666.60726,-0.00078902,0.03606815,-0.0380301,0.00147073,0.00066481,0.00080592,0.24769875,0.0003643,1.00801968,94.2,281.09,2872.16811,1.5544,-44.33185,47.9611,847.72663,538.95004,0.00658621,0.02685263,-0.02529129,0.00077842,0.00036569,0.00041273,0.24908724,0.00019389,0.71418436,152.06,236.25
3110.89425,1.6079,-55.34277,32.43011,868.37614,626.52555,0.00383025,0.0207778,-0.01965936,0.00053839,0.00015008,0.00038831,0.20104841,0.00010824,0.55263741,192.66,225.95,3647.29322,1.5469,-52.65731,34.3361,1065.58332,632.01266,0.00725887,0.02524259,-0.02306195,0.00063893,0.0001822,0.00045674,0.20384188,0.00013024,0.66479427,181.21,294.16
3098.44766,1.7083,-83.29015,100.11216,758.99104,786.02753,0.00233606,0.03306571,-0.02733659,0.00158959,0.00085095,0.00073865,0.24875227,0.00039541,0.82045106,165.43,267.22,3407.94385,1.6029,-38.5993,41.23667,806.15605,831.65925,0.00052007,0.01898565,-0.01737925,0.0003259,0.00018349,0.00014241,0.24602831,8.018e-05,0.49442925,225.45,233.19
3030.56892,1.6874,-82.49328,100.613,839.43036,671.95975,0.00313826,0.02874184,-0.02884642,0.00167773,0.00085168,0.00082605,0.24994165,0.00041933,0.78337038,179.53,243.7,3439.97715,1.5683,-49.48769,37.1772,1064.49816,585.57198,0.00923877,0.02704514,-0.02313104,0.00079048,0.00026107,0.00052941,0.22119086,0.00017485,0.69813844,179.15,282.92
2573.70063,1.8302,-51.38647,47.29022,611.79366,661.44715,-0.00250134,0.02064944,-0.02391424,0.00061852,0.00024866,0.00036986,0.24040075,0.00014869,0.60805198,167.23,189.31,4217.69765,1.5371,-52.76882,37.92979,1161.57795,815.04641,0.00521784,0.02480663,-0.02269948,0.00066113,0.00023296,0.00042817,0.2282033,0.00015087,0.65137965,217.01,336.5
2926.526,1.7298,-45.74116,55.94921,733.49884,725.53126,0.00432078,0.0288555,-0.02048337,0.00077052,0.00050487,0.00026565,0.22590396,0.00017406,0.6719115,169.84,238.73,3409.10633,1.6188,-47.86677,35.10547,992.44486,600.44045,0.0054102,0.02122177,-0.02072412,0.00046415,0.00015176,0.00031239,0.22005755,0.00010214,0.57236916,192.57,253.48
2812.46788,1.7423,-66.37739,64.61715,727.50687,697.52304,0.00115205,0.03179424,-0.03080733,0.00130565,0.00054525,0.0007604,0.24321166,0.00031755,0.85202013,155.3,243.75,2614.07971,1.8465,-48.5135,76.54759,687.8799,617.70083,0.00392809,0.02461833,-0.01911285,0.0009354,0.00053394,0.00040146,0.24498509,0.00022916,0.5990194,209.7,155.9
3231.03333,1.7472,-56.10295,72.26088,841.69687,773.19429,-0.00077928,0.0206757,-0.0241351,0.00092949,0.00038627,0.00054322,0.24287165,0.00022575,0.60768539,233.87,218.34,2320.5765,1.846,-58.71285,70.71537,680.82033,488.34131,0.00836424,0.03221774,-0.02489107,0.00114132,0.00049124,0.00065008,0.24515765,0.0002798,0.79341586,124.25,203.14
2910.38829,1.7109,-53.98049,47.26364,783.90242,619.71455,0.00353081,0.02333318,-0.02151802,0.00060386,0.0002736,0.00033026,0.24779892,0.00014964,0.61312045,168.85,224.21,2781.09486,1.6775,-41.75493,46.44146,763.76566,622.67365,0.00490595,0.02337137,-0.01774356,0.0004402,0.00025,0.0001902,0.24538581,0.00010802,0.56718922,171.15,217.1
3206.7234,1.5774,-58.97949,58.64274,979.75505,573.37089,0.00773265,0.02673977,-0.02474602,0.00095506,0.00028902,0.00066604,0.21104067,0.00020156,0.70759757,176.61,258.31,4024.37978,1.6648,-63.27792,83.19155,1057.74977,920.30708,0.00407702,0.02654452,-0.02174588,0.00100789,0.00056282,0.00044507,0.24658753,0.00024853,0.66156082,260.45,293.46
3088.35474,1.6849,-65.05606,77.17781,887.22946,572.53785,0.00572592,0.03365989,-0.03756176,0.00097028,0.00041373,0.00055656,0.24458258,0.00023731,0.95757527,89.43,319.34,2817.44503,1.8508,-48.02746,69.0487,863.78246,504.45541,0.00624729,0.0232181,-0.02281195,0.00082726,0.00035066,0.0004766,0.24420589,0.00020202,0.62772189,178.75,204.4
1820.91349,1.8841,-38.80192,50.45993,494.04965,497.647,0.00214881,0.02580665,-0.02133802,0.00047682,0.00027551,0.00020132,0.24394776,0.00011632,0.64121519,102.99,174.71,2772.96169,1.6985,-52.52674,41.58848,794.32637,614.28262,0.003031,0.02055321,-0.01962691,0.0005552,0.00018514,0.00037006,0.22226612,0.0001234,0.54828929,213.84,180.61
2119.14989,1.7832,-45.85113,97.36337,497.6272,593.5106,0.0025332,0.03385881,-0.02373167,0.00155596,0.00123172,0.00032425,0.1649631,0.00025668,0.7714504,132.23,173.32,3338.5402,1.5824,-53.31835,36.77626,941.75625,617.0971,0.0080577,0.0279906,-0.02236204,0.00071996,0.00023896,0.000481,0.22174608,0.00015965,0.70103181,169.89,266.63
2042.33531,1.6857,-31.92052,30.95024,615.264,419.73524,0.0030565,0.01408617,-0.01311121,0.0002089,0.00012511,8.379e-05,0.24021674,5.018e-05,0.37254516,199.43,90.4,3018.47506,1.6349,-64.59116,96.38375,868.70456,549.34449,0.00451978,0.03015423,-0.0360172,0.00138655,0.0008528,0.00053375,0.23676291,0.00032828,0.8823431,146.27,250.82
3810.19572,1.5544,-63.15723,46.75645,1131.40629,537.38953,0.00642181,0.02263986,-0.02772326,0.00091616,0.0001707,0.00074546,0.15160758,0.0001389,0.66060612,173.28,294.03,2478.74736,1.7733,-44.272,90.40598,695.66364,562.05082,0.00820369,0.0332695,-0.02282086,0.00124379,0.0008857,0.00035809,0.20501541,0.000255,0.7782506,144.1,208.1
2244.50743,1.7638,-33.51267,46.54013,533.95702,583.88973,0.00150428,0.01942591,-0.01488474,0.00035232,0.00022473,0.00012759,0.23099805,8.139e-05,0.46406024,171.56,141.47,2873.32301,1.99,-41.42477,79.98963,823.45267,611.86967,0.00642168,0.0264736,-0.02056414,0.00087126,0.00056609,0.00030517,0.22757929,0.00019828,0.65183328,187.53,214.4
4088.90974,1.6238,-66.49604,54.98693,1326.6563,542.78616,0.01051085,0.02788675,-0.03195862,0.0010856,0.00030193,0.00078367,0.20077218,0.00021796,0.79100781,176.5,346.99,3663.37526,1.6592,-54.56504,84.92781,980.05302,789.95733,0.00264741,0.0259565,-0.0262708,0.00099952,0.00055999,0.00043953,0.24636852,0.00024625,0.71012942,204.97,290.68
2483.35137,1.77,-39.08671,31.5927,607.09982,625.51631,-0.00103846,0.02194005,-0.02334044,0.00044064,0.00020086,0.00023978,0.24805007,0.0001093,0.61635706,131.92,213.24,1879.99844,2.7543,-2.45921,21.81891,457.90966,428.80105,0.00201197,0.00515941,-0.00134914,3.162e-05,3.087e-05,7.6e-07,0.02338435,7.4e-07,0.09025516,240.31,8.0
2830.23769,1.7451,-53.91906,40.89641,756.62419,552.49721,0.00546575,0.02750976,-0.02472269,0.00071883,0.0002361,0.00048273,0.22057238,0.00015855,0.71657134,127.98,238.61,2530.05193,1.7507,-45.56732,68.48042,629.07745,638.62808,0.00218576,0.02924964,-0.02447337,0.00076131,0.0004689,0.00029241,0.23656381,0.0001801,0.73044915,125.59,229.4
2934.61921,1.7005,-45.64232,98.94503,738.06532,719.14696,0.00528359,0.02766682,-0.01768848,0.00112358,0.00091286,0.00021073,0.15237387,0.0001712,0.61885278,208.11,199.95,2179.37147,1.9266,-47.99541,81.42877,546.92906,563.91987,0.00384125,0.03268768,-0.02413604,0.00088058,0.00062979,0.00025079,0.20368952,0.00017937,0.77134641,92.9,218.17
2801.60287,1.6453,-48.54866,73.34047,724.03997,607.08932,0.00296883,0.02268397,-0.02054427,0.00063235,0.00036431,0.00026804,0.24420579,0.00015442,0.59070792,172.42,200.34,1716.59674,1.9398,-58.97926,84.04021,485.72725,408.10346,0.00516717,0.03005845,-0.02445859,0.00150507,0.00082753,0.00067754,0.24751695,0.00037253,0.74835872,115.71,134.58
2923.46812,1.5654,-57.22312,30.46809,820.72628,564.72109,0.00384808,0.02082165,-0.02082013,0.00058352,0.00014414,0.00043938,0.18600364,0.00010854,0.56656904,160.54,227.43,4393.27358,1.6033,-49.38105,52.87428,1222.37472,872.36626,0.00444462,0.0275854,-0.02798065,0.00082731,0.00033456,0.00049275,0.24086022,0.00019927,0.75511607,201.15,385.44
2456.24768,1.7257,-59.74238,70.42424,626.3684,614.54491,0.0041308,0.03347962,-0.02578268,0.00104347,0.00057976,0.00046371,0.24690784,0.00025764,0.80730244,121.48,226.01,3215.76566,1.6685,-62.87701,75.81971,816.17805,760.14833,0.0039686,0.0256471,-0.0193078,0.00099159,0.00051072,0.00048087,0.24977355,0.00024767,0.61470827,228.49,212.93
2886.35553,1.6553,-55.0329,45.9978,787.79804,600.58964,0.00224764,0.02087145,-0.02218135,0.00059916,0.00024277,0.00035639,0.24100992,0.0001444,0.58336002,175.78,213.01,2630.7004,1.7264,-55.08912,57.11939,609.71209,644.51037,0.00103503,0.02238379,-0.01916108,0.00063547,0.00029461,0.00034086,0.24867548,0.00015803,0.56403025,180.46,170.76
2213.66605,1.7781,-54.5129,46.01103,624.68726,473.79623,0.00215215,0.02253695,-0.02472463,0.00069085,0.00027862,0.00041222,0.2406504,0.00016625,0.63893783,129.7,177.91,2754.39593,1.5475,-41.81144,29.54591,823.84327,470.68369,0.00517694,0.01696177,-0.01545018,0.00022815,9.449e-05,0.00013366,0.24263156,5.536e-05,0.4465976,188.66,173.84
1613.39389,1.911,-58.6564,87.70133,459.45695,357.56882,0.00698086,0.03399975,-0.02773697,0.00162078,0.00076876,0.00085203,0.2493401,0.00040413,0.85059685,93.61,135.18,3692.99963,1.6521,-57.17161,36.47342,919.21488,903.64668,0.00159525,0.02239,-0.01955776,0.00057242,0.00020546,0.00036695,0.23010269,0.00013171,0.57105748,237.35,273.1
3003.01564,1.8072,-41.57162,37.39118,805.71362,672.7832,0.00385924,0.01974307,-0.01516296,0.00037025,0.000175,0.00019525,0.2492525,9.229e-05,0.48052347,241.94,172.08,2708.62933,1.7059,-64.43164,95.86935,735.8978,537.35287,0.00434649,0.03441062,-0.03682596,0.00134132,0.00082471,0.00051661,0.23680922,0.00031764,0.96409866,97.95,258.6
3395.35308,1.7239,-41.87584,45.05428,915.68881,778.3155,0.00275011,0.0254773,-0.02398844,0.00069808,0.00034163,0.00035645,0.24988732,0.00017444,0.67465845,212.81,261.56,3119.16846,1.5894,-49.2488,35.75875,882.20964,608.77796,0.00652785,0.0237714,-0.01846062,0.00049005,0.00019544,0.00029461,0.23976186,0.0001175,0.5878471,184.15,233.37
3367.04614,1.4992,-52.53659,31.89947,1054.24346,514.80759,0.00531926,0.0170866,-0.01877835,0.00049882,0.00011191,0.0003869,0.17402232,8.681e-05,0.48005409,245.88,193.5,1640.77848,1.9202,-57.96564,85.56665,490.62655,363.00061,0.00594621,0.03018602,-0.02681597,0.00150236,0.00083838,0.00066398,0.24663119,0.00037053,0.78240691,98.83,140.21
2467.49698,1.863,-72.46971,75.04464,686.07469,568.75825,0.00584301,0.03611886,-0.03067777,0.00150435,0.00064217,0.00086218,0.24465276,0.00036804,0.91573553,127.93,223.46,2635.83855,1.7674,-40.99076,39.16562,828.94253,470.75086,0.00701519,0.02303615,-0.02119601,0.00050249,0.000224,0.00027849,0.24705973,0.00012415,0.60870907,153.28,210.67
993.2011,2.2571,-21.85719,44.93795,215.27616,354.64695,0.00259348,0.03133165,-0.01485104,0.00050472,0.00044237,6.235e-05,0.10827683,5.465e-05,0.57351349,73.85,85.75,2648.94426,1.7781,-54.60191,30.92566,794.23762,514.31775,0.00498702,0.02052118,-0.01900168,0.00059575,0.00013889,0.00045685,0.17878717,0.00010651,0.54215842,194.4,172.04
2332.84789,1.9801,-51.22214,62.98597,621.39513,504.51225,0.00557851,0.03197166,-0.02692928,0.00084192,0.00040108,0.00044085,0.2494422,0.00021001,0.80851001,105.48,209.8,3064.1466,1.7786,-62.4639,72.46501,851.51473,590.9496,0.00607712,0.03304076,-0.0327755,0.00094917,0.00042282,0.00052634,0.24702644,0.00023447,0.89612773,107.23,296.7
2161.57104,1.8518,-60.47945,50.38283,597.3178,481.99974,-0.00010991,0.02395585,-0.02993339,0.00102476,0.00026215,0.00076261,0.19037582,0.00019509,0.724511,123.53,178.71,5521.17022,1.3269,-54.30012,65.48335,1332.68898,1185.42457,0.00146611,0.02255063,-0.02223772,0.00073954,0.00035495,0.00038459,0.24959854,0.00018459,0.60962537,322.85,382.29
2183.359,1.7616,-41.22119,59.40253,606.25994,544.47677,0.00409138,0.02572901,-0.02000152,0.00057394,0.00036289,0.00021105,0.23250183,0.00013344,0.62637945,126.96,195.28,3480.2431,1.4506,-64.03725,26.40213,731.86647,909.8916,-0.00760929,0.01629996,-0.02684058,0.00057541,9.989e-05,0.00047552,0.14345814,8.255e-05,0.60250789,190.01,269.73
2763.44329,1.7004,-59.31514,46.64665,788.4619,459.38441,0.00300284,0.02426287,-0.03348671,0.00080721,0.00019285,0.00061436,0.18182927,0.00014677,0.7526275,107.37,242.06,2661.28609,1.4584,-58.50834,25.26901,607.38618,669.76173,-0.00402534,0.01911466,-0.0250103,0.00054658,0.00010415,0.00044243,0.15423693,8.43e-05,0.60426829,136.49,221.15
1765.32843,1.88,-41.14568,56.18995,373.96695,540.18929,-0.00020256,0.02597757,-0.01832677,0.0005256,0.00039002,0.00013558,0.19141726,0.00010061,0.58386367,110.83,145.16,3734.89382,1.4147,-68.04565,49.14662,847.90393,863.50309,-0.00295891,0.0214579,-0.02693463,0.00076077,0.00016739,0.00059339,0.17161245,0.00013056,0.65909308,185.09,294.15
1536.35252,1.8902,-35.12475,59.59814,295.94378,486.25917,-0.00050338,0.03352546,-0.02121378,0.00065371,0.0005396,0.00011411,0.14408944,9.419e-05,0.70400914,64.16,154.88,3650.2375,1.38,-62.79014,34.01502,1048.33742,660.51894,-0.00031963,0.01606705,-0.02632761,0.00073208,0.00010958,0.00062251,0.12727582,9.318e-05,0.54512656,239.41,239.12
2618.30183,1.649,-42.76819,80.13424,663.96877,603.06637,0.00548299,0.02773402,-0.01901512,0.00087895,0.00063873,0.00024022,0.19861031,0.00017457,0.64175645,165.03,189.77,2957.11877,1.5288,-51.94139,50.34342,948.41323,455.55736,0.00908215,0.03212417,-0.03888843,0.00100034,0.00034903,0.00065131,0.22717227,0.00022725,0.93386807,99.7,293.46
2747.33876,1.9751,-31.65145,52.9136,703.6386,710.29455,0.00366249,0.02118174,-0.01369259,0.00038567,0.00027397,0.0001117,0.20574397,7.935e-05,0.47400984,221.61,174.33,3266.00662,1.7542,-78.51098,49.49523,923.76885,677.74399,0.0025718,0.02619854,-0.02963158,0.00124738,0.00031789,0.00092949,0.18990029,0.00023688,0.75243195,180.78,267.69
2359.88306,1.8103,-40.18559,62.68817,679.97999,525.59272,0.00496027,0.0238123,-0.01942934,0.00053703,0.00031433,0.00022269,0.24271994,0.00013035,0.5959691,141.75,195.85,3352.25994,1.5407,-47.04135,73.59614,934.75453,691.8065,0.0058099,0.02856454,-0.0249357,0.00092,0.00050583,0.00041417,0.24751834,0.00022772,0.73528221,178.72,276.77
