ML_ID	Volume	Estimateddensity	Minimal	Maximal	Positivesurfacearea	Negativesurfacearea	Overallaveragevalue	Positiveaveragevalue	Negativeaveragevalue	Overallvariance	Positivevariance	Negativevariance	Balanceofcharges	Product	Molecularpolarityindex	Nonpolarsurfacearea	Polarsurfacearea	Label
Q0454	2665.92996	1.5485	-43.83341	38.84852	698.3081	614.6215	0.00222396	0.02301022	-0.02139256	0.00042319	0.0001606	0.00026259	0.2354815	9.965e-05	0.60553339	140.93	226.72	0.0
Q0454	2665.92996	1.5485	-43.83341	38.84852	698.3081	614.6215	0.00222396	0.02301022	-0.02139256	0.00042319	0.0001606	0.00026259	0.2354815	9.965e-05	0.60553339	140.93	226.72	0.0
Q0456	3058.74116	1.4633	-55.87635	40.60599	819.91998	649.61687	-0.00118228	0.02244011	-0.03099751	0.00053249	0.00016234	0.00037015	0.21192103	0.00011285	0.71356292	119.41	292.1	1.0
Q0458	3501.19894	1.5874	-59.73817	79.27069	955.48195	704.55693	0.00250053	0.02766003	-0.03161942	0.00127721	0.00045274	0.00082448	0.22882174	0.00029225	0.79839513	179.3	285.56	1.0
Q0460	2875.6931	1.5369	-42.59988	55.73483	688.57683	703.78034	0.0015223	0.0207435	-0.01728367	0.00037706	0.00024	0.00013706	0.23136625	8.724e-05	0.51687187	188.88	201.02	1.0
Q0460	2875.6931	1.5369	-42.59988	55.73483	688.57683	703.78034	0.0015223	0.0207435	-0.01728367	0.00037706	0.00024	0.00013706	0.23136625	8.724e-05	0.51687187	188.88	201.02	1.0
Q0463	2990.81607	1.5126	-54.75055	73.03171	753.95085	675.52408	0.00143597	0.02125908	-0.02068856	0.00075527	0.00041187	0.0003434	0.24794496	0.00018727	0.57115248	193.37	206.93	0.0
Q0464	3431.51888	1.4776	-58.83108	43.12917	851.1728	777.25026	0.00187537	0.02444733	-0.02284337	0.00065038	0.00024998	0.00040041	0.2366261	0.0001539	0.64441337	184.56	271.45	1.0
Q0464	3431.51888	1.4776	-58.83108	43.12917	851.1728	777.25026	0.00187537	0.02444733	-0.02284337	0.00065038	0.00024998	0.00040041	0.2366261	0.0001539	0.64441337	184.56	271.45	1.0
Q0465	2715.41631	1.3675	-56.42918	86.77187	742.40279	583.70819	-0.00014214	0.0222292	-0.02859565	0.00107595	0.00057628	0.00049967	0.24873258	0.00026762	0.68114152	163.44	207.91	0.0
Q0468	3143.55195	1.6236	-44.56091	48.90511	834.57694	599.15908	0.00074151	0.01909126	-0.02481811	0.00067291	0.00017486	0.00049805	0.19232891	0.00012942	0.58462332	190.81	210.68	0.0
Q0468	3143.55195	1.6236	-44.56091	48.90511	834.57694	599.15908	0.00074151	0.01909126	-0.02481811	0.00067291	0.00017486	0.00049805	0.19232891	0.00012942	0.58462332	190.81	210.68	0.0
Q0469	2428.51493	1.5241	-44.06417	33.68825	614.60045	593.45977	-0.00087486	0.02019454	-0.02269482	0.00040857	0.00018053	0.00022804	0.24661931	0.00010076	0.58294408	142.21	196.08	1.0
Q0469	2428.51493	1.5241	-44.06417	33.68825	614.60045	593.45977	-0.00087486	0.02019454	-0.02269482	0.00040857	0.00018053	0.00022804	0.24661931	0.00010076	0.58294408	142.21	196.08	1.0
Q0472	2293.11898	1.4384	-72.66787	80.88789	695.62967	480.22559	0.00318691	0.02934209	-0.03470012	0.00164314	0.00053131	0.00111183	0.2187957	0.00035951	0.85798417	102.92	226.35	0.0
Q0472	2293.11898	1.4384	-72.66787	80.88789	695.62967	480.22559	0.00318691	0.02934209	-0.03470012	0.00164314	0.00053131	0.00111183	0.2187957	0.00035951	0.85798417	102.92	226.35	0.0
Q0473	3365.46934	1.3935	-53.35398	72.02654	1019.5941	573.07219	0.00107816	0.01983635	-0.03229587	0.00104998	0.00037534	0.00067465	0.22968484	0.00024116	0.66176791	235.63	210.36	1.0
Q0474	3346.89898	1.6457	-77.0312	76.62498	1021.97735	630.33109	0.00055641	0.02558024	-0.04001559	0.00123857	0.0003874	0.00085116	0.21494949	0.00026623	0.84592333	153.95	308.75	1.0
Q0475	2327.37004	1.4461	-54.65152	58.42382	691.22481	460.67348	0.00135805	0.02490248	-0.03396956	0.00104649	0.00029779	0.0007487	0.20358692	0.00021305	0.77630369	115.58	206.99	0.0
Q0476	3359.00581	1.4294	-61.09564	45.69053	925.57616	648.15077	0.0014717	0.02331492	-0.02972099	0.00085072	0.00020219	0.00064853	0.18118083	0.00015413	0.70622533	158.7	281.99	1.0
Q0476	3359.00581	1.4294	-61.09564	45.69053	925.57616	648.15077	0.0014717	0.02331492	-0.02972099	0.00085072	0.00020219	0.00064853	0.18118083	0.00015413	0.70622533	158.7	281.99	1.0
Q0476	3359.00581	1.4294	-61.09564	45.69053	925.57616	648.15077	0.0014717	0.02331492	-0.02972099	0.00085072	0.00020219	0.00064853	0.18118083	0.00015413	0.70622533	158.7	281.99	1.0
Q0476	3359.00581	1.4294	-61.09564	45.69053	925.57616	648.15077	0.0014717	0.02331492	-0.02972099	0.00085072	0.00020219	0.00064853	0.18118083	0.00015413	0.70622533	158.7	281.99	1.0
Q0476	3359.00581	1.4294	-61.09564	45.69053	925.57616	648.15077	0.0014717	0.02331492	-0.02972099	0.00085072	0.00020219	0.00064853	0.18118083	0.00015413	0.70622533	158.7	281.99	1.0
Q0477	3047.05372	1.627	-57.06604	33.84266	773.02567	631.49091	-0.0036562	0.02349378	-0.03689125	0.00103481	0.00021032	0.00082449	0.16193696	0.00016757	0.80321142	137.57	255.74	0.0
Q0477	3047.05372	1.627	-57.06604	33.84266	773.02567	631.49091	-0.0036562	0.02349378	-0.03689125	0.00103481	0.00021032	0.00082449	0.16193696	0.00016757	0.80321142	137.57	255.74	0.0
Q0478	2205.87356	1.5358	-60.50592	76.92685	523.86279	579.09437	-0.00122906	0.03011954	-0.02958776	0.00132187	0.00059717	0.0007247	0.24767311	0.00032739	0.81199686	115.0	193.86	1.0
Q0479	4061.25929	1.4155	-57.84069	59.26392	910.19635	956.05379	-0.00157923	0.0214411	-0.02349537	0.00070052	0.00026573	0.00043479	0.23543853	0.00016493	0.61207851	231.49	291.12	1.0
Q0480	3936.96284	1.5755	-66.53802	66.21582	1005.77651	882.6018	0.00025293	0.02762653	-0.03094089	0.00100572	0.00028982	0.00071589	0.20513111	0.0002063	0.79390888	180.93	347.87	1.0
Q0480	3936.96284	1.5755	-66.53802	66.21582	1005.77651	882.6018	0.00025293	0.02762653	-0.03094089	0.00100572	0.00028982	0.00071589	0.20513111	0.0002063	0.79390888	180.93	347.87	1.0
Q0481	3061.46463	1.6157	-62.17951	42.00097	888.19569	574.98757	0.0038396	0.02982839	-0.03630584	0.00093515	0.00024821	0.00068694	0.19497342	0.00018233	0.88093682	105.38	304.36	0.0
Q0482	3426.15661	1.4342	-55.31047	34.01885	1000.43218	635.64131	0.00253575	0.02347668	-0.03042307	0.00072148	0.00014176	0.00057973	0.15787533	0.0001139	0.71227069	139.45	318.7	1.0
Q0482	3426.15661	1.4342	-55.31047	34.01885	1000.43218	635.64131	0.00253575	0.02347668	-0.03042307	0.00072148	0.00014176	0.00057973	0.15787533	0.0001139	0.71227069	139.45	318.7	1.0
Q0482	3426.15661	1.4342	-55.31047	34.01885	1000.43218	635.64131	0.00253575	0.02347668	-0.03042307	0.00072148	0.00014176	0.00057973	0.15787533	0.0001139	0.71227069	139.45	318.7	1.0
Q0486	3445.14728	1.3092	-57.12782	28.48476	990.56699	636.86627	0.00020079	0.01635652	-0.02492746	0.00069011	0.00014651	0.00054361	0.16722391	0.0001154	0.53635272	239.06	216.67	1.0
Q0487	3788.35206	1.4568	-65.68608	61.00638	816.98804	988.85938	-0.00208829	0.02680278	-0.02595788	0.00080466	0.00031084	0.00049382	0.2370724	0.00019076	0.71675122	179.62	326.07	1.0
Q0488	2246.26069	1.6127	-72.81386	64.02898	744.13782	364.55996	0.00081842	0.0184835	-0.03523946	0.00122643	0.00036029	0.00086614	0.20746866	0.00025445	0.65288719	170.77	139.7	0.0
Q0489	2086.5739	1.6124	-58.64024	50.88839	525.72022	556.6843	-0.00280858	0.02887798	-0.03273265	0.0008444	0.000352	0.0004924	0.24308873	0.00020527	0.83975548	87.98	215.12	0.0
Q0489	2086.5739	1.6124	-58.64024	50.88839	525.72022	556.6843	-0.00280858	0.02887798	-0.03273265	0.0008444	0.000352	0.0004924	0.24308873	0.00020527	0.83975548	87.98	215.12	0.0
Q0489	2086.5739	1.6124	-58.64024	50.88839	525.72022	556.6843	-0.00280858	0.02887798	-0.03273265	0.0008444	0.000352	0.0004924	0.24308873	0.00020527	0.83975548	87.98	215.12	0.0
Q0493	3461.60155	1.5698	-47.26887	45.88328	895.77905	635.06111	0.00194731	0.02233855	-0.02681535	0.00072224	0.00023328	0.00048896	0.21866961	0.00015793	0.65839917	181.58	247.1	1.0
Q0497	2588.69381	1.6116	-38.56714	27.10267	754.68969	547.70794	0.00242067	0.01598309	-0.01626706	0.00031214	0.00011163	0.0002005	0.22973582	7.171e-05	0.43817152	213.05	151.66	0.0
Q0497	2588.69381	1.6116	-38.56714	27.10267	754.68969	547.70794	0.00242067	0.01598309	-0.01626706	0.00031214	0.00011163	0.0002005	0.22973582	7.171e-05	0.43817152	213.05	151.66	0.0
Q0497	2588.69381	1.6116	-38.56714	27.10267	754.68969	547.70794	0.00242067	0.01598309	-0.01626706	0.00031214	0.00011163	0.0002005	0.22973582	7.171e-05	0.43817152	213.05	151.66	0.0
Q0501	2548.12865	1.4001	-46.8202	23.38118	579.83572	641.08097	-0.00321391	0.01392511	-0.01871556	0.00031302	9.319e-05	0.00021983	0.20907694	6.544e-05	0.44736838	196.7	145.19	0.0
Q0502	3146.22355	1.5224	-55.28038	66.22317	827.73321	691.01436	0.00269947	0.02962495	-0.02955328	0.00090477	0.00039781	0.00050696	0.24636204	0.0002229	0.80524855	136.33	288.96	1.0
Q0503	3324.87117	1.4846	-57.90702	42.67812	848.56	683.35441	0.0004465	0.02953802	-0.03567809	0.00110558	0.00033952	0.00076606	0.21278783	0.00023525	0.87830121	127.15	301.83	0.0
Q0503	3324.87117	1.4846	-57.90702	42.67812	848.56	683.35441	0.0004465	0.02953802	-0.03567809	0.00110558	0.00033952	0.00076606	0.21278783	0.00023525	0.87830121	127.15	301.83	0.0
Q0504	2088.75115	1.5005	-66.25699	72.74518	638.64748	442.26495	0.00578744	0.03374071	-0.03457815	0.00131726	0.00064416	0.00067309	0.24987941	0.00032916	0.92745539	82.41	220.27	1.0
Q0504	2088.75115	1.5005	-66.25699	72.74518	638.64748	442.26495	0.00578744	0.03374071	-0.03457815	0.00131726	0.00064416	0.00067309	0.24987941	0.00032916	0.92745539	82.41	220.27	1.0
Q0504	2088.75115	1.5005	-66.25699	72.74518	638.64748	442.26495	0.00578744	0.03374071	-0.03457815	0.00131726	0.00064416	0.00067309	0.24987941	0.00032916	0.92745539	82.41	220.27	1.0
Q0507	1738.29773	1.5872	-52.66913	41.04105	466.22443	415.34477	0.00174881	0.02178107	-0.02073739	0.00074916	0.00023341	0.00051575	0.2144925	0.00016069	0.57931266	126.59	120.27	0.0
Q0507	1738.29773	1.5872	-52.66913	41.04105	466.22443	415.34477	0.00174881	0.02178107	-0.02073739	0.00074916	0.00023341	0.00051575	0.2144925	0.00016069	0.57931266	126.59	120.27	0.0
Q0509	3338.26699	1.5288	-50.18727	47.70734	772.85799	830.45807	-0.00108686	0.01830136	-0.01913032	0.00050516	0.00014986	0.0003553	0.20865295	0.0001054	0.50968907	239.53	209.44	0.0
Q0510	2563.35215	1.2957	-55.86845	37.94547	683.48374	512.97439	-7.433e-05	0.01737761	-0.02332718	0.00051137	0.00014355	0.00036782	0.20191512	0.00010325	0.54228085	161.98	173.06	1.0
Q0512	3142.61892	1.4636	-37.99002	41.08983	893.5908	636.03237	0.00229245	0.01832546	-0.02023306	0.00037474	0.00014138	0.00023336	0.23493661	8.804e-05	0.52024525	205.67	222.67	1.0
Q0513	2374.25421	1.3373	-53.93319	51.65169	642.50639	516.40602	0.00242287	0.02011475	-0.01958915	0.00053918	0.00020731	0.00033187	0.23665841	0.0001276	0.54097717	156.49	168.04	1.0
Q0513	2374.25421	1.3373	-53.93319	51.65169	642.50639	516.40602	0.00242287	0.02011475	-0.01958915	0.00053918	0.00020731	0.00033187	0.23665841	0.0001276	0.54097717	156.49	168.04	1.0
Q0513	2374.25421	1.3373	-53.93319	51.65169	642.50639	516.40602	0.00242287	0.02011475	-0.01958915	0.00053918	0.00020731	0.00033187	0.23665841	0.0001276	0.54097717	156.49	168.04	1.0
Q0515	4500.45834	1.4134	-47.5639	27.22457	1080.46384	969.76785	-0.00043064	0.01701297	-0.01986539	0.00032185	9.672e-05	0.00022514	0.21019763	6.765e-05	0.49966032	267.01	307.12	1.0
Q0516	2442.89686	1.5383	-53.87284	45.4184	747.96111	470.60688	0.00227912	0.02850477	-0.03940274	0.00098751	0.00023545	0.00075206	0.18157971	0.00017931	0.89018044	89.41	251.83	0.0
Q0520	3179.52083	1.5889	-45.58867	77.45899	747.26491	775.70228	0.00622153	0.03309687	-0.01966856	0.00078507	0.00055083	0.00023424	0.20934553	0.00016435	0.71449869	161.51	264.96	1.0
Q0521	2820.27643	1.3844	-60.89983	30.92993	666.13626	667.86722	-0.00068986	0.01865494	-0.01998453	0.00071831	0.00015807	0.00056023	0.17163463	0.00012329	0.52574014	196.1	177.46	0.0
Q0521	2820.27643	1.3844	-60.89983	30.92993	666.13626	667.86722	-0.00068986	0.01865494	-0.01998453	0.00071831	0.00015807	0.00056023	0.17163463	0.00012329	0.52574014	196.1	177.46	0.0
Q0525	2382.02597	1.4175	-84.18889	92.28597	726.16627	470.92783	0.00231142	0.02659993	-0.03514122	0.00192116	0.0007617	0.00115946	0.2392837	0.0004597	0.8152532	146.92	188.3	0.0
Q0526	3026.71315	1.5902	-47.40032	37.12833	899.41259	564.90574	-0.00134428	0.01773522	-0.03172165	0.00079998	0.00019356	0.00060642	0.18341445	0.00014673	0.6294242	210.73	199.32	1.0
Q0526	3026.71315	1.5902	-47.40032	37.12833	899.41259	564.90574	-0.00134428	0.01773522	-0.03172165	0.00079998	0.00019356	0.00060642	0.18341445	0.00014673	0.6294242	210.73	199.32	1.0
Q0527	2441.44995	1.4198	-37.3567	30.86693	682.41563	536.06713	0.00172745	0.01687362	-0.01755368	0.00022219	0.00011137	0.00011083	0.24999854	5.555e-05	0.46729581	166.67	174.54	1.0
Q0528	3577.70242	1.5328	-49.66905	69.525	898.80671	793.56953	0.00306088	0.02325366	-0.01980971	0.00072411	0.00038746	0.00033664	0.24876855	0.00018013	0.58882057	230.44	243.48	1.0
Q0529	4703.76698	1.4143	-52.62027	61.67367	1108.49576	853.76542	0.0012734	0.01857059	-0.02118461	0.00048978	0.0001769	0.00031288	0.23073102	0.00011301	0.5362801	254.0	295.49	1.0
Q0530	1615.81899	1.5063	-44.76757	48.60915	437.62741	404.47252	0.00169753	0.02378414	-0.02219953	0.00060041	0.0002924	0.00030801	0.24983094	0.00015	0.62648852	100.59	135.22	0.0
Q0530	1615.81899	1.5063	-44.76757	48.60915	437.62741	404.47252	0.00169753	0.02378414	-0.02219953	0.00060041	0.0002924	0.00030801	0.24983094	0.00015	0.62648852	100.59	135.22	0.0
Q0530	1615.81899	1.5063	-44.76757	48.60915	437.62741	404.47252	0.00169753	0.02378414	-0.02219953	0.00060041	0.0002924	0.00030801	0.24983094	0.00015	0.62648852	100.59	135.22	0.0
Q0532	3609.88869	1.4855	-49.72826	77.39014	924.85744	776.82695	0.00068264	0.02586305	-0.0292961	0.00088426	0.00039128	0.00049297	0.24669359	0.00021814	0.74641515	167.11	309.41	1.0
Q0535	1978.88577	1.6322	-52.18666	48.20103	611.75067	395.59957	0.00421791	0.02415602	-0.02661416	0.00084086	0.00027311	0.00056775	0.21930296	0.0001844	0.68358711	117.47	164.62	0.0
Q0535	1978.88577	1.6322	-52.18666	48.20103	611.75067	395.59957	0.00421791	0.02415602	-0.02661416	0.00084086	0.00027311	0.00056775	0.21930296	0.0001844	0.68358711	117.47	164.62	0.0
Q0536	2279.77799	1.437	-47.90351	85.7761	578.44728	566.56557	0.00331636	0.03211258	-0.02608376	0.00120745	0.00078104	0.00042642	0.22843625	0.00027583	0.79265274	118.09	202.55	1.0
Q0537	5526.37298	1.3257	-55.06117	59.56018	1344.50981	1161.67209	4.823e-05	0.01972077	-0.02272061	0.00064745	0.00027275	0.00037471	0.24379995	0.00015785	0.57446673	338.74	363.06	1.0
Q0538	2919.59815	1.5715	-49.92647	27.18783	842.70462	547.40369	-0.00136	0.01928114	-0.03313616	0.00071652	0.00013166	0.00058486	0.14998209	0.00010747	0.67312912	158.17	231.1	1.0
Q0538	2919.59815	1.5715	-49.92647	27.18783	842.70462	547.40369	-0.00136	0.01928114	-0.03313616	0.00071652	0.00013166	0.00058486	0.14998209	0.00010747	0.67312912	158.17	231.1	1.0
Q0539	2316.73195	1.6867	-54.89468	36.58311	655.47754	476.46343	0.00431921	0.02800303	-0.02826297	0.00073724	0.00023682	0.00050042	0.21803828	0.00016075	0.76497854	98.41	218.57	1.0
Q0540	3765.27679	1.466	-47.68045	61.73642	922.79112	886.38007	-0.00203829	0.02071545	-0.02572672	0.00062762	0.00025386	0.00037376	0.24087673	0.00015118	0.63050556	207.26	299.36	1.0
Q0541	2660.20616	1.5324	-56.26833	40.54565	691.71447	593.07792	-0.00148923	0.02298276	-0.03003122	0.00076819	0.00020951	0.00055868	0.19835022	0.00015237	0.71392947	130.13	229.65	0.0
Q0542	3766.32803	1.4653	-56.15512	60.61857	927.83968	886.43422	0.0006093	0.02479285	-0.02470386	0.00066968	0.00028617	0.00038352	0.24471735	0.00016388	0.67346462	201.53	306.51	0.0
Q0542	3766.32803	1.4653	-56.15512	60.61857	927.83968	886.43422	0.0006093	0.02479285	-0.02470386	0.00066968	0.00028617	0.00038352	0.24471735	0.00016388	0.67346462	201.53	306.51	0.0
Q0543	2915.06889	1.4409	-64.37548	51.78494	781.55955	619.80764	0.0016858	0.02283506	-0.02498281	0.00087712	0.00024646	0.00063066	0.20203289	0.00017721	0.64722225	177.54	214.88	1.0
Q0544	3136.18859	1.4272	-38.94938	52.33055	745.73154	794.90769	3.88e-05	0.02013663	-0.0188157	0.0004236	0.0001968	0.0002268	0.24874622	0.00010537	0.52939966	211.73	219.7	0.0
Q0544	3136.18859	1.4272	-38.94938	52.33055	745.73154	794.90769	3.88e-05	0.02013663	-0.0188157	0.0004236	0.0001968	0.0002268	0.24874622	0.00010537	0.52939966	211.73	219.7	0.0
Q0546	2755.66845	1.3354	-81.8662	55.2974	730.61324	639.19068	-0.00326906	0.0240013	-0.03443985	0.00117206	0.00019813	0.00097393	0.14046885	0.00016464	0.78565338	119.86	263.72	0.0
Q0547	3521.9305	1.5812	-56.79052	64.26053	1067.91113	646.18128	0.00271409	0.02321072	-0.03115964	0.00096925	0.00030658	0.00066267	0.2162581	0.00020961	0.71313742	206.14	273.85	1.0
Q0548	3936.62054	1.5332	-61.98742	72.7162	1198.90597	640.24148	0.00669887	0.03099871	-0.03880461	0.00098473	0.00033235	0.00065239	0.22359317	0.00022018	0.91746137	106.79	408.22	0.0
Q0548	3936.62054	1.5332	-61.98742	72.7162	1198.90597	640.24148	0.00669887	0.03099871	-0.03880461	0.00098473	0.00033235	0.00065239	0.22359317	0.00022018	0.91746137	106.79	408.22	0.0
Q0549	1906.62372	1.4061	-54.7871	63.74079	507.69232	494.0061	0.00031632	0.0254247	-0.02548767	0.0007892	0.00031748	0.00047172	0.2404499	0.00018976	0.69268627	104.78	175.72	1.0
Q0549	1906.62372	1.4061	-54.7871	63.74079	507.69232	494.0061	0.00031632	0.0254247	-0.02548767	0.0007892	0.00031748	0.00047172	0.2404499	0.00018976	0.69268627	104.78	175.72	1.0
Q0549	1906.62372	1.4061	-54.7871	63.74079	507.69232	494.0061	0.00031632	0.0254247	-0.02548767	0.0007892	0.00031748	0.00047172	0.2404499	0.00018976	0.69268627	104.78	175.72	1.0
Q0550	3048.92001	1.2954	-55.11539	30.07992	883.92766	552.71695	0.0015989	0.0185333	-0.02548329	0.00049368	0.00014459	0.00034909	0.20710185	0.00010224	0.57707596	181.19	221.11	1.0
Q0552	2614.10814	1.8465	-48.51548	76.54585	687.92402	617.65784	0.00392913	0.02461871	-0.01911415	0.00093546	0.00053394	0.00040153	0.24499128	0.00022918	0.59904654	209.68	155.92	1.0
Q0552	2614.10814	1.8465	-48.51548	76.54585	687.92402	617.65784	0.00392913	0.02461871	-0.01911415	0.00093546	0.00053394	0.00040153	0.24499128	0.00022918	0.59904654	209.68	155.92	1.0
Q0554	3238.43162	1.3304	-42.48317	24.7625	939.96052	629.64222	-0.0002979	0.01174396	-0.01827458	0.00031357	5.959e-05	0.00025398	0.15392547	4.827e-05	0.39085623	297.46	142.07	1.0
Q0557	1942.49702	1.5186	-51.25551	50.51867	472.40864	512.99592	-8.661e-05	0.02344672	-0.02175803	0.00064337	0.00028092	0.00036246	0.24598412	0.00015826	0.61409554	118.46	157.48	0.0
Q0557	1942.49702	1.5186	-51.25551	50.51867	472.40864	512.99592	-8.661e-05	0.02344672	-0.02175803	0.00064337	0.00028092	0.00036246	0.24598412	0.00015826	0.61409554	118.46	157.48	0.0
Q0557	1942.49702	1.5186	-51.25551	50.51867	472.40864	512.99592	-8.661e-05	0.02344672	-0.02175803	0.00064337	0.00028092	0.00036246	0.24598412	0.00015826	0.61409554	118.46	157.48	0.0
Q0557	1942.49702	1.5186	-51.25551	50.51867	472.40864	512.99592	-8.661e-05	0.02344672	-0.02175803	0.00064337	0.00028092	0.00036246	0.24598412	0.00015826	0.61409554	118.46	157.48	0.0
Q0560	3786.94807	1.5771	-65.93423	82.91477	1041.06946	768.43761	0.00672637	0.03545407	-0.03219356	0.00141244	0.00067976	0.00073269	0.24964895	0.00035261	0.92707661	145.62	361.09	1.0
Q0560	3786.94807	1.5771	-65.93423	82.91477	1041.06946	768.43761	0.00672637	0.03545407	-0.03219356	0.00141244	0.00067976	0.00073269	0.24964895	0.00035261	0.92707661	145.62	361.09	1.0
Q0561	2284.37971	1.6887	-46.51072	67.75024	648.0752	525.83407	0.00161393	0.02534271	-0.02763111	0.00086435	0.00040742	0.00045693	0.24917976	0.00021538	0.71750334	141.01	187.72	1.0
Q0562	2659.61312	1.5226	-55.84371	60.94935	775.27798	493.56599	0.00432108	0.03187917	-0.03896632	0.00098814	0.00027515	0.00071299	0.20091832	0.00019854	0.94249325	82.07	273.24	0.0
Q0562	2659.61312	1.5226	-55.84371	60.94935	775.27798	493.56599	0.00432108	0.03187917	-0.03896632	0.00098814	0.00027515	0.00071299	0.20091832	0.00019854	0.94249325	82.07	273.24	0.0
Q0562	2659.61312	1.5226	-55.84371	60.94935	775.27798	493.56599	0.00432108	0.03187917	-0.03896632	0.00098814	0.00027515	0.00071299	0.20091832	0.00019854	0.94249325	82.07	273.24	0.0
Q0563	2095.88483	1.4614	-58.62159	38.05483	596.39061	436.50332	-0.00088723	0.01508823	-0.02271436	0.00078715	0.00011995	0.0006672	0.12916046	0.00010167	0.49826911	176.49	112.75	1.0
Q0565	3405.46768	1.5746	-57.3045	78.2171	990.71267	629.88956	0.00530564	0.02677727	-0.0284657	0.00109313	0.00043885	0.00065427	0.24029115	0.00026267	0.74650412	163.2	290.61	1.0
Q0565	3405.46768	1.5746	-57.3045	78.2171	990.71267	629.88956	0.00530564	0.02677727	-0.0284657	0.00109313	0.00043885	0.00065427	0.24029115	0.00026267	0.74650412	163.2	290.61	1.0
Q0566	1715.53579	1.4908	-63.56924	66.04497	412.55492	454.90716	-0.00043783	0.03326639	-0.03100416	0.00130713	0.00063792	0.00066921	0.24985671	0.00032659	0.87294252	79.32	163.6	0.0
Q0566	1715.53579	1.4908	-63.56924	66.04497	412.55492	454.90716	-0.00043783	0.03326639	-0.03100416	0.00130713	0.00063792	0.00066921	0.24985671	0.00032659	0.87294252	79.32	163.6	0.0
Q0567	3130.52939	1.4512	-62.6249	46.84616	791.86453	642.92033	0.00032025	0.02658079	-0.03202402	0.00096266	0.00034836	0.0006143	0.23092148	0.0002223	0.78967097	140.57	261.21	1.0
Q0567	3130.52939	1.4512	-62.6249	46.84616	791.86453	642.92033	0.00032025	0.02658079	-0.03202402	0.00096266	0.00034836	0.0006143	0.23092148	0.0002223	0.78967097	140.57	261.21	1.0
Q0568	3161.45007	1.4405	-53.21922	31.44157	720.1525	839.56244	-0.00417905	0.02099739	-0.02577467	0.00057294	0.00013627	0.00043667	0.18127413	0.00010386	0.64134241	167.56	269.21	1.0
Q0568	3161.45007	1.4405	-53.21922	31.44157	720.1525	839.56244	-0.00417905	0.02099739	-0.02577467	0.00057294	0.00013627	0.00043667	0.18127413	0.00010386	0.64134241	167.56	269.21	1.0
Q0569	3854.81341	1.394	-52.39876	27.8547	987.05685	772.32781	0.00051928	0.01845869	-0.02240779	0.00042965	0.00012214	0.00030751	0.20346136	8.742e-05	0.54945902	208.57	284.11	1.0
Q0570	2630.15964	1.4477	-75.69937	53.03707	813.9121	425.19212	0.00071065	0.02130644	-0.03871426	0.00163981	0.00022808	0.00141173	0.11974288	0.00019636	0.74232223	148.75	198.23	0.0
Q0571	4010.68234	1.4712	-65.44609	69.3434	971.03682	783.22734	0.00404316	0.03211233	-0.0307567	0.0012119	0.00051661	0.00069529	0.24456532	0.00029639	0.85735123	157.46	333.78	0.0
Q0573	2252.3892	1.5883	-44.44972	55.81731	744.63868	433.91207	0.00577917	0.02736149	-0.03125837	0.00077825	0.00034525	0.000433	0.24682206	0.00019209	0.7835851	108.05	221.98	1.0
Q0574	2579.12198	1.7437	-41.70513	31.63399	638.5647	596.59547	0.00197094	0.01883533	-0.01607982	0.0003553	0.00016157	0.00019373	0.24795183	8.81e-05	0.47631872	191.89	153.99	1.0
Q0575	2592.43809	1.5491	-62.01816	63.6779	643.1878	620.09161	-6.114e-05	0.02234273	-0.02329948	0.00096458	0.00041287	0.00055171	0.24482087	0.00023615	0.6207559	169.55	184.21	0.0
Q0575	2592.43809	1.5491	-62.01816	63.6779	643.1878	620.09161	-6.114e-05	0.02234273	-0.02329948	0.00096458	0.00041287	0.00055171	0.24482087	0.00023615	0.6207559	169.55	184.21	0.0
Q0576	2836.2759	1.3923	-52.86415	56.56186	817.24359	550.9385	0.00495179	0.02681959	-0.02748617	0.00081583	0.00032262	0.00049321	0.2390683	0.00019504	0.73710217	128.26	254.87	0.0
Q0577	3184.33744	1.4936	-42.65859	43.23549	816.27197	677.54061	0.00066905	0.02078288	-0.02356323	0.00046387	0.00018677	0.0002771	0.24052037	0.00011157	0.59984637	168.59	249.72	0.0
Q0577	3184.33744	1.4936	-42.65859	43.23549	816.27197	677.54061	0.00066905	0.02078288	-0.02356323	0.00046387	0.00018677	0.0002771	0.24052037	0.00011157	0.59984637	168.59	249.72	0.0
Q0579	2552.45371	1.5906	-43.82493	31.37322	543.89323	726.074	-0.00357362	0.02097409	-0.02196201	0.00044388	0.00014057	0.00030332	0.21639309	9.605e-05	0.58610359	153.86	201.76	0.0
Q0580	2536.31461	1.5452	-60.83578	33.00311	702.01564	563.58575	-0.00122527	0.018915	-0.02631247	0.00071872	0.00015928	0.00055944	0.17250475	0.00012398	0.60434231	164.24	190.16	1.0
Q0581	2265.85233	1.4505	-43.83356	42.92301	516.32876	613.83858	0.00064686	0.02195986	-0.01728052	0.00041229	0.00018217	0.00023012	0.24661814	0.00010168	0.52839958	156.2	160.28	1.0
Q0585	3173.88134	1.4843	-46.48218	51.48606	800.86721	776.22041	0.00012467	0.01972758	-0.02010069	0.00051217	0.00020218	0.00030999	0.23892313	0.00012237	0.54181183	215.46	226.17	0.0
