ML_ID	Volume	Estimateddensity	Minimal	Maximal	Positivesurfacearea	Negativesurfacearea	Overallaveragevalue	Positiveaveragevalue	Negativeaveragevalue	Overallvariance	Positivevariance	Negativevariance	Balanceofcharges	Product	Molecularpolarityindex	Nonpolarsurfacearea	Polarsurfacearea	Label
P0464	2579.995	1.7863	-37.05166	74.34705	657.5531	628.80891	0.00387704	0.02973416	-0.02316206	0.00075158	0.00054927	0.00020231	0.19672365	0.00014785	0.72168775	126.57	233.65	1.0
P0465	1820.91349	1.8841	-38.80192	50.45993	494.04965	497.647	0.00214881	0.02580665	-0.02133802	0.00047682	0.00027551	0.00020132	0.24394776	0.00011632	0.64121519	102.99	174.71	0.0
P0468	2119.14989	1.7832	-45.85113	97.36337	497.6272	593.5106	0.0025332	0.03385881	-0.02373167	0.00155596	0.00123172	0.00032425	0.1649631	0.00025668	0.7714504	132.23	173.32	0.0
P0469	2042.33531	1.6857	-31.92052	30.95024	615.264	419.73524	0.0030565	0.01408617	-0.01311121	0.0002089	0.00012511	8.379e-05	0.24021674	5.018e-05	0.37254516	199.43	90.4	0.0
P0470	3810.19572	1.5544	-63.15723	46.75645	1131.40629	537.38953	0.00642181	0.02263986	-0.02772326	0.00091616	0.0001707	0.00074546	0.15160758	0.0001389	0.66060612	173.28	294.03	0.0
P0472	2244.50743	1.7638	-33.51267	46.54013	533.95702	583.88973	0.00150428	0.01942591	-0.01488474	0.00035232	0.00022473	0.00012759	0.23099805	8.139e-05	0.46406024	171.56	141.47	0.0
P0473	4088.90974	1.6238	-66.49604	54.98693	1326.6563	542.78616	0.01051085	0.02788675	-0.03195862	0.0010856	0.00030193	0.00078367	0.20077218	0.00021796	0.79100781	176.5	346.99	0.0
P0475	2856.4117	1.8216	-48.89377	67.0728	822.16867	561.63105	0.00468845	0.02265931	-0.02161898	0.00082477	0.00033953	0.00048524	0.24219785	0.00019976	0.60510167	192.5	195.0	1.0
P0476	2579.12192	1.7437	-41.70512	31.63399	638.5647	596.59541	0.00197095	0.01883533	-0.01607981	0.0003553	0.00016157	0.00019373	0.24795182	8.81e-05	0.47631857	191.89	153.99	1.0
P0477	2483.35137	1.77	-39.08671	31.5927	607.09982	625.51631	-0.00103846	0.02194005	-0.02334044	0.00044064	0.00020086	0.00023978	0.24805007	0.0001093	0.61635706	131.92	213.24	0.0
P0478	4505.29423	1.4989	-49.48851	39.39633	1259.93154	804.96189	0.00794915	0.02498091	-0.01870906	0.00047131	0.00020499	0.00026632	0.24576641	0.00011583	0.61323412	218.43	359.8	1.0
P0479	2967.48993	1.742	-51.06495	43.35107	748.78471	710.58459	0.00183703	0.0266408	-0.02430017	0.00062192	0.00027395	0.00034797	0.24645876	0.00015328	0.69392067	139.35	269.32	1.0
P0480	2830.23769	1.7451	-53.91906	40.89641	756.62419	552.49721	0.00546575	0.02750976	-0.02472269	0.00071883	0.0002361	0.00048273	0.22057238	0.00015855	0.71657134	127.98	238.61	0.0
P0481	2934.61921	1.7005	-45.64232	98.94503	738.06532	719.14696	0.00528359	0.02766682	-0.01768848	0.00112358	0.00091286	0.00021073	0.15237387	0.0001712	0.61885278	208.11	199.95	0.0
P0484	2801.60287	1.6453	-48.54866	73.34047	724.03997	607.08932	0.00296883	0.02268397	-0.02054427	0.00063235	0.00036431	0.00026804	0.24420579	0.00015442	0.59070792	172.42	200.34	0.0
P0485	3391.89399	1.7789	-47.27329	77.18423	892.2483	798.3859	0.00450448	0.02700098	-0.02063683	0.00076678	0.00047314	0.00029364	0.23630074	0.00018119	0.65295267	210.1	263.32	1.0
P0486	3568.42987	1.7914	-48.44872	76.86709	927.64896	845.85358	0.00408612	0.02846993	-0.02265565	0.00079977	0.00050217	0.0002976	0.23364348	0.00018686	0.69924732	198.66	297.97	1.0
P0489	2923.46812	1.5654	-57.22312	30.46809	820.72628	564.72109	0.00384808	0.02082165	-0.02082013	0.00058352	0.00014414	0.00043938	0.18600364	0.00010854	0.56656904	160.54	227.43	0.0
P0494	2570.54079	1.7536	-58.04653	73.02881	635.26655	671.51907	0.00253805	0.03301944	-0.02629777	0.00104387	0.00058029	0.00046358	0.24687517	0.00025771	0.80451464	126.6	239.34	1.0
P0495	2909.1474	1.6846	-39.95312	54.14126	753.44026	688.54623	0.00137949	0.01900001	-0.01790172	0.00033253	0.00017267	0.00015986	0.24962892	8.301e-05	0.50274615	190.48	213.32	1.0
P0497	2456.24768	1.7257	-59.74238	70.42424	626.3684	614.54491	0.0041308	0.03347962	-0.02578268	0.00104347	0.00057976	0.00046371	0.24690784	0.00025764	0.80730244	121.48	226.01	0.0
P0498	2869.15441	1.6145	21.86656	122.39329	1365.76537	0.0	0.11204701	0.11204701		0.0016052	0.0016052	0.0	0.0	0.0	3.04895426	0.0	382.45	1.0
P0500	2886.35553	1.6553	-55.0329	45.9978	787.79804	600.58964	0.00224764	0.02087145	-0.02218135	0.00059916	0.00024277	0.00035639	0.24100992	0.0001444	0.58336002	175.78	213.01	0.0
P0501	2213.66605	1.7781	-54.5129	46.01103	624.68726	473.79623	0.00215215	0.02253695	-0.02472463	0.00069085	0.00027862	0.00041222	0.2406504	0.00016625	0.63893783	129.7	177.91	0.0
P0503	1613.39389	1.911	-58.6564	87.70133	459.45695	357.56882	0.00698086	0.03399975	-0.02773697	0.00162078	0.00076876	0.00085203	0.2493401	0.00040413	0.85059685	93.61	135.18	0.0
P0505	3003.01564	1.8072	-41.57162	37.39118	805.71362	672.7832	0.00385924	0.01974307	-0.01516296	0.00037025	0.000175	0.00019525	0.2492525	9.229e-05	0.48052347	241.94	172.08	0.0
P0508	2846.03219	1.7512	-46.93232	29.3897	691.70545	671.72377	0.0016281	0.01739654	-0.0146094	0.00031916	0.00012604	0.00019312	0.23895928	7.627e-05	0.43601878	229.71	152.09	1.0
P0509	3395.35308	1.7239	-41.87584	45.05428	915.68881	778.3155	0.00275011	0.0254773	-0.02398844	0.00069808	0.00034163	0.00035645	0.24988732	0.00017444	0.67465845	212.81	261.56	0.0
P0512	3367.04614	1.4992	-52.53659	31.89947	1054.24346	514.80759	0.00531926	0.0170866	-0.01877835	0.00049882	0.00011191	0.0003869	0.17402232	8.681e-05	0.48005409	245.88	193.5	0.0
P0513	2862.08915	1.4972	-40.96482	33.72298	885.32663	467.62333	0.00661154	0.01774142	-0.01446008	0.00029351	0.00016237	0.00013115	0.24717238	7.255e-05	0.45190703	212.9	165.96	1.0
P0515	2467.49698	1.863	-72.46971	75.04464	686.07469	568.75825	0.00584301	0.03611886	-0.03067777	0.00150435	0.00064217	0.00086218	0.24465276	0.00036804	0.91573553	127.93	223.46	0.0
P0517	2884.22434	1.7341	-43.20308	100.33567	621.50824	800.91073	0.00370936	0.0378613	-0.02279261	0.00127544	0.00106408	0.00021137	0.13825701	0.00017634	0.79938032	128.85	269.46	1.0
P0519	4596.73537	1.5226	-46.99913	44.3505	1177.61037	883.08247	0.00474935	0.02382719	-0.02069138	0.00059231	0.00030358	0.00028872	0.24984265	0.00014798	0.61180388	251.36	325.69	1.0
P0520	993.2011	2.2571	-21.85719	44.93795	215.27616	354.64695	0.00259348	0.03133165	-0.01485104	0.00050472	0.00044237	6.235e-05	0.10827683	5.465e-05	0.57351349	73.85	85.75	0.0
P0521	2332.84789	1.9801	-51.22214	62.98597	621.39513	504.51225	0.00557851	0.03197166	-0.02692928	0.00084192	0.00040108	0.00044085	0.2494422	0.00021001	0.80851001	105.48	209.8	0.0
P0522	2161.57104	1.8518	-60.47945	50.38283	597.3178	481.99974	-0.00010991	0.02395585	-0.02993339	0.00102476	0.00026215	0.00076261	0.19037582	0.00019509	0.724511	123.53	178.71	0.0
P0523	2183.359	1.7616	-41.22119	59.40253	606.25994	544.47677	0.00409138	0.02572901	-0.02000152	0.00057394	0.00036289	0.00021105	0.23250183	0.00013344	0.62637945	126.96	195.28	0.0
P0524	2763.44329	1.7004	-59.31514	46.64665	788.4619	459.38441	0.00300284	0.02426287	-0.03348671	0.00080721	0.00019285	0.00061436	0.18182927	0.00014677	0.7526275	107.37	242.06	0.0
P0525	1765.32843	1.88	-41.14568	56.18995	373.96695	540.18929	-0.00020256	0.02597757	-0.01832677	0.0005256	0.00039002	0.00013558	0.19141726	0.00010061	0.58386367	110.83	145.16	0.0
P0526	1536.35252	1.8902	-35.12475	59.59814	295.94378	486.25917	-0.00050338	0.03352546	-0.02121378	0.00065371	0.0005396	0.00011411	0.14408944	9.419e-05	0.70400914	64.16	154.88	0.0
P0528	2618.30183	1.649	-42.76819	80.13424	663.96877	603.06637	0.00548299	0.02773402	-0.01901512	0.00087895	0.00063873	0.00024022	0.19861031	0.00017457	0.64175645	165.03	189.77	0.0
P0530	2747.33876	1.9751	-31.65145	52.9136	703.6386	710.29455	0.00366249	0.02118174	-0.01369259	0.00038567	0.00027397	0.0001117	0.20574397	7.935e-05	0.47400984	221.61	174.33	0.0
P0531	2900.68301	1.7784	-43.84178	52.37487	823.28421	613.88751	0.00305775	0.01928906	-0.01871005	0.00053921	0.00022568	0.00031353	0.24336325	0.00013122	0.51815198	214.43	188.02	1.0
P0533	2359.88306	1.8103	-40.18559	62.68817	679.97999	525.59272	0.00496027	0.0238123	-0.01942934	0.00053703	0.00031433	0.00022269	0.24271994	0.00013035	0.5959691	141.75	195.85	0.0
P0534	2591.09027	1.7441	-45.96139	68.68225	621.07757	668.20564	0.00085238	0.03078835	-0.02697223	0.00062991	0.00037952	0.0002504	0.23949579	0.00015086	0.78397478	92.36	268.68	0.0
P0535	2254.12446	1.7809	-55.9904	32.21965	636.03691	502.34734	-0.00064892	0.01772611	-0.02391409	0.00054391	0.00012884	0.00041506	0.1807718	9.832e-05	0.55665633	138.97	179.81	0.0
P0536	2666.96248	2.0178	-59.56795	69.5621	618.07241	738.09484	0.00049208	0.02347769	-0.01875581	0.00096714	0.00044447	0.00052268	0.24836501	0.0002402	0.56893024	211.33	168.44	0.0
P0539	2098.14017	1.9238	-49.67402	56.83368	500.14441	541.74604	0.00010625	0.02670259	-0.0244477	0.00061292	0.00031211	0.00030082	0.24991517	0.00015318	0.69471005	92.74	199.02	0.0
P0540	2378.87587	2.0167	-43.09666	40.82441	509.55734	666.93488	-0.00191124	0.0239274	-0.02165271	0.00040481	0.00021097	0.00019384	0.24955216	0.00010102	0.61600898	117.67	211.78	0.0
P0541	3556.56312	1.5736	-55.67623	52.53728	915.8162	791.18848	0.0015714	0.02650996	-0.02729547	0.0006467	0.00026629	0.00038041	0.24221539	0.00015664	0.73127992	151.95	326.06	1.0
P0542	3128.55316	1.5703	-51.32855	28.73086	934.33585	546.02545	0.00485771	0.01878027	-0.01896601	0.00044353	9.959e-05	0.00034394	0.17412639	7.723e-05	0.51290143	195.01	219.53	1.0
P0543	3448.80689	1.7379	-57.92718	65.54728	776.33128	866.67466	0.00262429	0.03695334	-0.02812626	0.00115197	0.00055929	0.00059267	0.24979009	0.00028775	0.87884918	152.73	307.36	0.0
P0545	2505.58969	1.7993	-37.5263	33.75634	575.88682	643.9246	0.00070462	0.01916104	-0.01580168	0.00036467	0.0002006	0.00016407	0.24749179	9.025e-05	0.4731426	185.81	155.78	0.0
P0546	3602.46455	1.6034	-54.45083	66.46098	977.94656	755.76765	0.00631431	0.0300755	-0.02443215	0.00078559	0.00032038	0.00046521	0.24150316	0.00018972	0.75145402	168.53	316.96	0.0
P0547	3732.65921	1.5895	-63.77206	64.61605	852.07676	829.19983	0.00044483	0.03138316	-0.03134706	0.00092972	0.0003739	0.00055582	0.24042845	0.00022353	0.85349466	135.06	335.75	0.0
P0549	2994.81136	1.6589	-53.82335	72.88385	834.75968	636.12334	0.00370078	0.02607319	-0.02565766	0.00090707	0.00038431	0.00052276	0.24417574	0.00022148	0.70459746	160.49	251.4	1.0
P0550	3288.53984	1.7258	-49.89306	65.68165	912.29624	735.22556	0.00516642	0.03281444	-0.0291403	0.00094663	0.00045892	0.00048771	0.24976869	0.00023644	0.8483099	143.05	318.3	0.0
P0551	1996.56065	1.8143	-48.53617	80.0737	524.69793	463.9908	0.00125162	0.02025438	-0.02023741	0.000923	0.00053556	0.00038744	0.2435615	0.00022481	0.55093304	154.98	121.88	0.0
P0552	2515.26568	1.9037	-43.51046	51.48636	732.47682	492.44059	0.00627699	0.02343828	-0.01924942	0.00056659	0.00019944	0.00036715	0.22809583	0.00012924	0.59196391	161.24	181.77	1.0
P0555	2317.38671	1.6599	-59.22827	65.95869	608.51346	504.91214	0.00075173	0.02260009	-0.02557963	0.00089637	0.00032442	0.00057194	0.23093666	0.000207	0.65174635	135.15	176.64	0.0
P0556	2735.96559	1.6682	-49.70822	42.43989	700.59157	685.32554	0.00374684	0.02940168	-0.02247948	0.0005997	0.0003161	0.0002836	0.24926586	0.00014948	0.70691647	135.89	252.2	0.0
P0557	3271.95967	1.6794	-46.1915	38.0713	990.89075	670.90123	0.00454594	0.02331864	-0.02318049	0.00061527	0.00024481	0.00037045	0.2395753	0.0001474	0.63301488	210.38	254.97	0.0
P0560	2875.71016	1.6964	-41.70147	31.05147	768.73171	611.48128	0.00244993	0.01664672	-0.01539775	0.0002584	0.0001323	0.00012609	0.24985567	6.456e-05	0.43792325	227.2	159.3	1.0
P0561	3813.20675	1.679	-62.13932	40.92222	1076.7898	722.29911	0.00467409	0.02029059	-0.0186067	0.00062191	0.00021375	0.00040817	0.2255673	0.00014028	0.53373888	268.82	234.97	1.0
P0562	2312.1527	1.6637	-58.67954	65.64698	571.01976	570.34772	-0.00043238	0.02263208	-0.02352401	0.00086863	0.00034726	0.00052137	0.23995648	0.00020843	0.62797846	145.53	174.09	0.0
P0563	2657.61043	1.6795	-70.09952	73.72561	676.08544	658.69423	-0.00181705	0.02411364	-0.02843237	0.00119944	0.00053656	0.00066287	0.2472274	0.00029653	0.71415925	167.43	206.34	0.0
P0564	3382.99785	1.5748	-51.5427	35.06613	985.40867	628.37225	0.00741098	0.02650804	-0.02253687	0.00066404	0.00022173	0.00044231	0.2224146	0.00014769	0.67924372	179.34	272.56	0.0
P0566	2315.65953	1.9943	-38.09855	79.79478	601.98632	556.56379	0.00616746	0.02623159	-0.01553414	0.00075268	0.00059733	0.00015535	0.16379892	0.00012329	0.573958	169.74	154.69	1.0
P0569	2763.39687	1.6922	-60.80567	46.39712	796.45156	580.93406	0.00321674	0.02496497	-0.02659976	0.00077668	0.00020953	0.00056716	0.19699529	0.000153	0.69809365	146.76	238.95	0.0
P0570	3130.20693	1.6481	-81.68372	73.30992	924.7307	592.13208	0.00838083	0.032636	-0.02949838	0.0015263	0.00057348	0.00095281	0.23455827	0.00035801	0.85474163	157.65	267.12	0.0
P0571	3176.24764	1.7934	-48.60272	80.4951	841.96639	723.57897	0.00698845	0.02941324	-0.01910534	0.00102264	0.00067062	0.00035202	0.22573444	0.00023085	0.67073433	214.83	223.57	1.0
P0572	2893.56516	1.7635	-59.86475	51.18782	719.32284	626.61307	0.00032363	0.01970728	-0.0219279	0.00081178	0.00026857	0.00054321	0.22138428	0.00017972	0.56439435	213.63	163.27	0.0
P0573	2562.9055	1.689	-53.01603	66.72072	747.4156	487.05922	0.00257497	0.02249641	-0.02799543	0.00077181	0.00028441	0.0004874	0.23270558	0.0001796	0.67119706	138.27	207.42	0.0
P0575	2645.78795	1.6742	-44.86682	34.32908	848.86512	456.73621	0.00457114	0.02015406	-0.02439044	0.00052056	0.00014741	0.00037315	0.20298611	0.00010567	0.58874738	148.12	217.48	1.0
P0578	1743.13987	1.8972	-47.58216	63.92191	425.4121	494.62327	0.00027177	0.03540801	-0.02994796	0.00070027	0.00051169	0.00018858	0.19677501	0.0001378	0.88362482	38.6	219.03	0.0
P0579	2749.64793	1.6641	-70.19923	50.30482	775.90056	483.46557	0.00207019	0.03080533	-0.04404603	0.00106056	0.00038073	0.00067983	0.23011617	0.00024405	0.97657253	81.2	271.46	0.0
P0581	2717.34802	1.7457	-61.40722	52.73318	757.99403	607.19202	-0.00337447	0.01673556	-0.02847901	0.00095863	0.00014945	0.00080917	0.13159734	0.00012615	0.59752604	200.64	181.65	0.0
P0582	3591.69989	1.6552	-53.81928	32.80504	887.36477	845.66002	-7.614e-05	0.01765509	-0.01868181	0.00048845	0.00013322	0.00035524	0.19834763	9.688e-05	0.4940525	259.6	225.7	1.0
P0583	3320.6105	1.7732	-47.9354	71.37938	869.78381	779.45207	0.00211048	0.0267082	-0.02533791	0.00087135	0.00039932	0.00047203	0.2482591	0.00021632	0.70914448	187.56	274.28	0.0
P0584	2363.65251	1.8216	-35.29341	65.86111	516.50914	699.45891	0.00056203	0.02538457	-0.01776794	0.00053116	0.00038465	0.00014651	0.1997483	0.0001061	0.5715281	153.04	187.47	0.0
P0585	3380.10068	1.6093	-52.20756	66.99327	934.08167	692.48443	0.00731459	0.02963513	-0.02279324	0.00081305	0.0003609	0.00045214	0.24685142	0.0002007	0.72715082	176.51	278.98	0.0
P0586	2013.47812	1.8543	-61.53035	61.31013	520.22746	544.19732	0.00369844	0.03500911	-0.02623311	0.00103215	0.00053642	0.00049573	0.24961138	0.00025764	0.83055394	107.36	190.71	0.0
P0587	1550.67932	2.1041	-33.77869	53.23989	372.57827	422.56335	0.00257102	0.02489718	-0.01711418	0.00058104	0.00038519	0.00019584	0.22345064	0.00012983	0.5649369	108.75	113.91	0.0
P0588	2358.9305	1.7588	-54.89392	57.97183	527.16236	586.93696	-0.00093434	0.03183453	-0.03036597	0.00099367	0.00051682	0.00047686	0.2495957	0.00024802	0.84520879	92.97	219.01	1.0
P0591	4054.79337	1.5518	-57.21258	61.45396	960.93255	881.92001	0.0015753	0.02348448	-0.02229676	0.00063188	0.00029843	0.00033345	0.24923225	0.00015748	0.62357822	207.59	308.47	1.0
P0593	2543.09554	1.7989	-36.27872	54.04106	648.6721	625.9744	0.00569889	0.02987904	-0.01935803	0.00066025	0.00045955	0.00020069	0.21157175	0.00013969	0.6724534	143.26	213.68	0.0
P0594	2709.7232	1.7547	-54.21639	40.04701	741.14676	515.04404	0.00528358	0.02752741	-0.02672522	0.00072369	0.0002266	0.0004971	0.2150723	0.00015565	0.74010908	111.32	240.44	0.0
P0595	1940.96137	1.7909	-49.33254	71.43803	458.87826	542.06622	0.0017667	0.02921155	-0.02146633	0.00109674	0.00067488	0.00042186	0.23669336	0.00025959	0.68074969	138.36	141.94	0.0
P0596	2279.82027	1.6921	-61.19863	49.33	619.6724	515.07463	-0.00089738	0.0161289	-0.02138124	0.00054287	0.00014862	0.00039425	0.19881671	0.00010793	0.50376419	170.6	147.16	0.0
P0597	1787.32888	1.813	-31.42804	54.31183	377.53824	578.46903	0.00163672	0.03742491	-0.02172047	0.00058793	0.00046382	0.00012412	0.16654024	9.791e-05	0.75980538	73.43	194.28	0.0
P0598	2478.15388	2.0403	-58.02651	64.22084	530.85449	721.61102	0.00189554	0.03105726	-0.01955733	0.00099071	0.00058465	0.00040606	0.24187636	0.00023963	0.66481622	174.73	175.99	0.0
P0599	2358.18325	1.9213	-42.65679	61.0107	609.38108	580.85233	0.00126171	0.02447323	-0.02308985	0.00070636	0.00037502	0.00033134	0.24904386	0.00017591	0.64757967	138.13	195.17	0.0
P0601	3289.43853	1.8014	-43.95186	49.3609	812.29602	793.91345	0.0029682	0.02277684	-0.0172991	0.00052577	0.00031094	0.00021483	0.24164577	0.00012705	0.54611379	229.97	219.81	0.0
P0604	2100.75883	1.7667	-72.18224	55.77287	555.95672	552.17878	0.00081161	0.03126466	-0.0298498	0.00125229	0.00044261	0.00080968	0.22852044	0.00028617	0.83157016	113.68	196.63	0.0
P0606	2157.61478	1.71	-58.66279	66.69857	564.26494	501.09663	0.00079141	0.02436016	-0.02574842	0.00092582	0.00036346	0.00056235	0.23846259	0.00022077	0.68064197	126.21	172.12	0.0
P0608	2007.70871	1.7594	-44.04293	74.55505	536.96646	471.70888	0.00381374	0.02296734	-0.01798963	0.00091303	0.00056265	0.00035037	0.2364861	0.00021592	0.56162949	161.95	120.5	0.0
P0609	2317.51579	1.8096	-56.24418	66.75458	614.78389	555.62854	-0.00068698	0.021205	-0.02490969	0.00069577	0.00030275	0.00039302	0.24579183	0.00017101	0.62487467	135.77	191.98	1.0
P0612	2899.11076	1.7694	-36.63695	61.71534	738.18469	697.86398	0.00397897	0.02255055	-0.01566562	0.00039973	0.00026651	0.00013322	0.2222053	8.882e-05	0.52258766	193.94	208.19	1.0
P0613	2991.72511	1.803	-41.52387	39.4321	703.47688	745.80924	0.00231218	0.02150725	-0.01579336	0.00036607	0.00021128	0.00015479	0.2440469	8.934e-05	0.50522991	207.1	198.74	0.0
P0614	4865.47402	1.5699	-83.62696	83.12557	1133.39025	1033.5601	0.00617813	0.03748061	-0.02814781	0.00132335	0.00066132	0.00066203	0.24999993	0.00033084	0.89876999	191.47	415.34	1.0
P0617	2631.39502	1.7302	-51.23657	60.44043	627.8731	708.93411	0.00028005	0.02324929	-0.02006283	0.00062198	0.00032166	0.00030033	0.24970594	0.00015531	0.58666245	176.25	198.09	0.0
P0619	3889.7524	1.6637	-57.19671	53.21875	1008.92116	896.86588	-0.0005263	0.02378918	-0.02787977	0.00106715	0.00030455	0.00076261	0.20393986	0.00021764	0.69971936	253.86	279.81	1.0
P0620	2382.94674	1.7457	-65.32904	59.74687	597.35014	661.79952	0.00042172	0.03332439	-0.02927672	0.00117702	0.00047784	0.00069918	0.24115905	0.00028385	0.84891255	120.54	232.06	0.0
P0621	2813.66526	1.7458	-64.00904	57.06433	769.89069	668.56874	0.00367452	0.03298404	-0.03007688	0.00106457	0.00042021	0.00064437	0.23891539	0.00025434	0.86077348	135.05	267.76	0.0
P0622	3020.91541	1.5742	-79.60703	36.58534	921.55042	543.10397	0.00605891	0.02500087	-0.02608222	0.00109694	0.00019203	0.00090491	0.14441117	0.00015841	0.69121929	166.32	243.83	0.0
P0624	2955.09424	1.9383	-78.84105	89.12276	791.26783	681.82671	0.00287917	0.03040426	-0.02906402	0.00122547	0.00052605	0.00069942	0.24499656	0.00030024	0.81046192	138.89	273.62	0.0
P0626	2964.37792	1.5702	-52.4739	56.42257	826.25722	613.67403	0.00620901	0.02322979	-0.01670796	0.00055798	0.00029432	0.00026366	0.24924492	0.00013907	0.55648097	210.86	192.36	1.0
P0628	2081.90578	1.8098	-59.68858	42.26345	524.8106	458.40897	0.00226453	0.03102168	-0.03065816	0.00083861	0.00025869	0.00057992	0.21331701	0.00017889	0.83953091	75.62	199.71	0.0
P0629	2336.36481	1.795	-55.26045	35.44368	613.42572	562.27366	0.0006988	0.024314	-0.02506477	0.00069154	0.00026144	0.0004301	0.23513014	0.0001626	0.67138797	120.93	208.3	0.0
P0630	2955.52483	1.9423	-65.1776	69.24408	615.64868	868.76802	0.00026617	0.03177826	-0.02206474	0.00110819	0.00054431	0.00056387	0.24992213	0.00027696	0.71003577	197.1	218.57	0.0
P0631	2535.75913	1.7247	-45.37731	54.54711	616.92038	620.85612	0.0002058	0.01981008	-0.0192742	0.00055672	0.00021318	0.00034354	0.23629269	0.00013155	0.53174558	182.83	163.78	0.0
P0632	1715.65527	1.8756	-77.59151	85.49522	412.77044	495.71143	0.00114289	0.03309372	-0.02546202	0.00172012	0.00092528	0.00079484	0.24856227	0.00042756	0.78721171	122.74	131.66	0.0
P0633	2748.68716	1.5507	-42.88812	29.79729	845.7243	431.56563	0.00572469	0.01627368	-0.01494779	0.00025047	0.00010488	0.00014559	0.24339477	6.096e-05	0.43063904	223.81	133.87	1.0
P0634	3229.21997	1.6962	-54.21413	80.40468	766.57197	783.70275	0.00401775	0.02693387	-0.01839746	0.00082185	0.00055262	0.00026922	0.22027223	0.00018103	0.61548074	194.74	239.38	1.0
P0635	2905.76569	1.5749	-51.61238	32.40673	874.07649	490.24082	0.00553685	0.01959803	-0.01953359	0.00050754	0.00012091	0.00038663	0.18147118	9.21e-05	0.53265945	188.57	193.48	0.0
P0636	2437.02866	1.6474	-57.72503	47.95613	636.10642	579.11108	-0.00015298	0.01636328	-0.01829474	0.00049948	0.00015588	0.0003436	0.21468787	0.00010723	0.47031372	195.03	145.26	0.0
P0637	3141.3978	1.7923	-51.22402	42.92719	827.00475	617.44449	0.00203387	0.03254306	-0.03883012	0.00078278	0.00026986	0.00051292	0.22589633	0.00017683	0.9586714	79.24	325.25	0.0
P0638	3709.69027	1.6265	-37.33797	44.52098	980.57358	664.66749	0.005851	0.02420088	-0.0212203	0.00046936	0.00026084	0.00020852	0.24689376	0.00011588	0.62577328	185.77	274.94	1.0
P0641	3237.65807	1.635	-62.92326	64.95907	657.76085	877.58639	-0.0027176	0.02817953	-0.02587535	0.00092406	0.00051954	0.00040452	0.24612654	0.00022744	0.7309655	162.05	267.89	0.0
P0642	3475.78762	1.662	-44.55743	88.28329	777.70591	913.1302	0.00148856	0.03452543	-0.02664868	0.00128936	0.00098012	0.00030924	0.18231565	0.00023507	0.82373272	152.06	321.42	1.0
P0643	2437.73715	1.8125	-51.66128	48.83033	686.74824	526.22937	0.00400953	0.0246411	-0.02291542	0.00061195	0.00024189	0.00037006	0.2390322	0.00014628	0.65014651	140.1	199.57	1.0
P0645	3461.31769	1.6492	-58.75455	51.26999	895.93446	816.89434	0.00246702	0.02489468	-0.02213067	0.00070764	0.0002526	0.00045504	0.22953857	0.00016243	0.64154779	204.05	275.59	1.0
P0647	2395.53652	1.7886	-42.2694	87.93172	668.60042	512.61181	0.00196355	0.01985606	-0.02137368	0.00087597	0.00056821	0.00030776	0.22789798	0.00019963	0.55823238	182.78	147.99	1.0
P0648	2285.85403	1.7072	-38.37041	46.68913	686.36805	518.59786	0.00279655	0.02061731	-0.02078935	0.00041583	0.00021177	0.00020405	0.24991383	0.00010392	0.56304045	148.27	189.16	0.0
P0649	2193.29675	1.8507	-34.0119	73.17279	572.61027	520.88309	0.00562298	0.02594925	-0.01672183	0.00063253	0.00048016	0.00015237	0.18285925	0.00011566	0.58650846	147.12	159.09	0.0
P0650	1471.13667	2.0652	-54.60006	70.9238	371.18169	405.68169	0.00314456	0.03341359	-0.02455033	0.00128761	0.00079795	0.00048965	0.23566756	0.00030345	0.7832838	84.85	132.7	0.0
P0652	1994.46536	2.1137	-68.579	104.00976	599.4956	423.85062	0.00543676	0.02945977	-0.02854146	0.00187876	0.00111514	0.00076363	0.24124891	0.00045325	0.79129136	130.83	155.73	1.0
P0653	2287.37494	1.8382	-61.48517	35.19929	696.24829	470.41083	0.00473786	0.0233071	-0.02274621	0.00075832	0.00021504	0.00054328	0.20316029	0.00015406	0.62806441	156.98	169.72	0.0
P0656	3573.65478	1.7666	-63.37772	79.24567	820.73334	990.24161	0.00221391	0.03309236	-0.0233788	0.00103733	0.00064095	0.00039638	0.23610343	0.00024492	0.75595904	186.92	320.21	1.0
P0657	3272.79359	1.6277	-58.31623	63.23829	824.53351	796.82058	0.00117566	0.02623844	-0.02475878	0.00084103	0.00040352	0.00043752	0.24959144	0.00020991	0.6941965	181.7	272.33	0.0
P0658	2792.93256	1.5822	-58.76258	31.97135	850.551	500.52227	0.00686393	0.02355436	-0.02149858	0.00070981	0.00017064	0.00053917	0.18260952	0.00012962	0.62022289	161.45	216.89	0.0
P0662	2826.97154	1.8606	-55.47065	68.3316	783.36779	595.95685	0.00357322	0.02931034	-0.03025748	0.00111443	0.00039974	0.00071468	0.2300339	0.00025636	0.80871055	144.86	241.39	0.0
P0665	1926.4513	1.8857	-74.44335	85.43126	617.28232	374.34054	0.00338359	0.03223602	-0.04419366	0.00180929	0.0006436	0.00116569	0.22918338	0.00041466	1.00002004	77.12	200.57	0.0
P0669	1706.0532	1.9124	-37.58505	82.57195	449.57628	464.30896	0.00372186	0.02615955	-0.01800386	0.00099434	0.00070216	0.00029218	0.20750055	0.00020633	0.59908486	135.33	120.59	0.0
